# calib-baseline  tag=tool  turns=744  (0 without wide-Q)
# key	n_tok	tok_hash	n_sig	wq_hash	mean_pop
tls_session_recv|wait 5 seconds for the TLS server greeting on session tls-1	358	4d61e6c43e0e42ef	358	a04926fab49e9e25	764.4
tls_session_send|can you send the LDAP unbind hex 30050201034200 to TLS session tls-2?	367	0693b3633ce4fde1	367	e0467180b916622c	765.3
tls_session_send|over TLS session tls-3, send the POP3 command `USER alice\r\n`	267	385c864df394eee3	267	b41a35fafe518851	762.1
tls_session_send|push `CAPABILITY\r\n` down TLS session tls-1	328	8a194f989225c597	328	fc21bdbb7e35b935	764.8
tls_session_send|send `EHLO example.com` to TLS session tls-2	275	4e636470c175f567	275	fe19a58681271694	764.8
tls_session_send|send the IMAP `a1 LOGIN user pass` command to TLS session tls-1	290	813796c1c33244d5	290	b82cd7ad62b5b147	766.4
tls_session_send|send the hex bytes 101000044d51545404020000 to TLS session tls-1	353	82d5572bf1598803	353	1d7e73d115e320b2	764.3
tls_session_send|send the hex bytes 300c020101600702010304008000 to TLS session tls-1	396	9174ca514bca160c	396	1afb7bc88dfd4d02	766.0
tls_session_send|write the hex bytes 820100 to TLS session tls-4	266	daa3520551982823	266	09d85a3b0443faac	763.2
totp|I need the current authenticator code for the credential named cloudflare	182	5cf3e6b89d9c9e8d	182	fafcaa30964fc029	768.9
totp|compute the TOTP for the credential named okta	205	46f7206b76271c1e	205	f518b74eb071dddc	762.6
totp|generate the current TOTP code for the credential named github	189	96ffcf92f992fbfb	189	6f67f50188270fca	768.4
totp|give me the current one-time password for the credential named gitlab	187	af62c5809a001586	187	29c9d38da6367549	766.6
totp|grab the current TOTP for the credential named npm-registry	182	aed6f032d2e2998b	182	634a15177c987d0d	766.3
totp|read off the live 2FA digits for the credential named vault-admin	201	cc1d27ce2ef09e15	201	190456f5fe2933b7	767.1
totp|what one-time passcode does the credential named bitwarden show right now?	192	58ba939fefebb3d9	192	90d9e76957948fa9	766.2
totp|what's the current 6-digit 2FA code for the credential named aws-root	181	5abdce9f44873567	181	bd4cf70eae095f6d	765.3
trace_route|map the hops to github.com	161	e8a2231bf4159f3b	161	c082a381206aeb4b	762.8
trace_route|run a traceroute to cdn.jsdelivr.net and list every hop	167	c70ca01d79b3b987	167	e6b6639b873bd6dd	763.6
trace_route|show me the network path to 1.1.1.1	338	e23591daca7c5e4c	338	2db48df8938aeaa1	764.4
trace_route|trace the path to 203.0.113.42	182	2676d36930e22477	182	4352bcfbf83cc830	762.4
trace_route|trace the route to google.com	132	3f61554d1f99e559	132	ed3255e51243dae5	763.5
trace_route|traceroute to example.com	140	d7c7ebbf09158575	140	50fa478954de9fb8	764.8
trace_route|where does traffic to 8.8.8.8 get slow?	302	32ba31fb25dd3033	302	053424e1855f6539	765.4
trace_route|which routers sit between me and aws.amazon.com?	176	32b2e2b534fad830	176	c74a5cb8cc70f46d	768.1
udp_session_close|can you close out UDP session udp-6 and free its port?	218	27fdd8710accd6ab	218	2d19ddd54891b053	767.1
udp_session_close|close UDP session udp-1	142	b60ce26e05139cdd	142	c8d9a770f21a5fd2	766.2
udp_session_close|drop the UDP datagram socket udp-5	186	5cd93c7dad46285f	186	bf15c5a83582c2ab	763.6
udp_session_close|end UDP session udp-2	144	df6722a20b1e7ed9	144	5b9f806019f30808	768.1
udp_session_close|free up the UDP socket on session udp-4	142	e43851d3f19debef	142	a416f08e720062bb	765.9
udp_session_close|shut down UDP session udp-3	176	d6337342199a3d3b	176	a12a62e1e55df04f	764.0
udp_session_close|tear down UDP session udp-1	173	35aceb4a160aa605	173	6b991b6ce2cf2cf2	768.9
udp_session_close|we're done with UDP session udp-2, please release it	148	28b8f7a1de02d243	148	f813573a3684ea5f	764.0
udp_session_list|are there any UDP sessions still open	128	93028b9000075541	128	dea4bcad8070f728	769.7
udp_session_list|enumerate the active UDP sockets in this conversation	194	96bf0ceaa0826254	194	4d8e564d2f6fd20c	769.9
udp_session_list|give me a rundown of every bound UDP datagram socket and its default peer	205	4eb22b48401805f6	205	cb73747e9ca4689d	769.5
udp_session_list|how many UDP sockets do I have	297	e644779ef695f784	297	65585fac67827837	765.2
udp_session_list|list my open UDP sockets	143	1e5e311b90d8c915	143	676001dd5933e22e	764.6
udp_session_list|show the open UDP connections	245	e4b57075fd897881	245	aa748fd8b0883020	767.6
udp_session_list|what UDP sessions are currently open right now	161	7450a8883996e79f	161	43e715455a874b60	767.2
udp_session_list|which UDP sessions are active	115	eadef90e350ad447	115	8ebedacd7e17a633	768.9
udp_session_open|I need a UDP session to the game server at game.example.com:27015	209	4f5750d4cf9956de	209	5a607e02e294a18c	763.7
udp_session_open|can you open a UDP socket bound to the DHCP server 172.16.0.1 on port 67?	491	15e10c1ac32ccfca	491	0c8d4ea2924eae4f	764.8
udp_session_open|open UDP to the StatsD collector at 10.10.5.5 port 8125	285	eed428c77058274a	285	b48008ebb9ee1264	764.7
udp_session_open|open a UDP session to the NTP server at 192.168.1.1 port 123	269	c7c0393901123489	269	d7c4bb4e9766116d	762.6
udp_session_open|open a UDP session to the syslog server at 10.0.0.50 port 514	262	8e7368c1fe374274	262	a1304bc9461e106c	764.4
udp_session_open|open a UDP socket to 8.8.8.8 port 53	200	3d787c6ed82eb478	200	c414296aebadb6ef	760.3
udp_session_open|open a UDP socket to send datagrams to 10.0.0.9 port 5000	283	a79e6564d3fc6f33	283	ab4522d74a17117d	768.6
udp_session_open|spin up a UDP datagram socket pointed at 203.0.113.7 port 1194 for the VPN	457	83574e9f123d3fee	457	1218ec856c4193d7	760.8
udp_session_recv|get the incoming datagram and sender address from UDP session udp-2	304	20a00ea3cae7403f	304	32c8a2e6ee226e00	761.5
udp_session_recv|grab the next UDP datagram off session udp-3 and tell me who sent it	278	b2b9d92c0ed2265e	278	5bced646679f5a30	763.9
udp_session_recv|pull one datagram from UDP session udp-4 along with the source address	254	bc2c823c9563f891	254	d371a715a383b423	765.6
udp_session_recv|read one packet from UDP session udp-1	252	1f6f655ac82adb2c	252	e68ce9f51c65b81c	764.9
udp_session_recv|read the next datagram from UDP session udp-1	437	1c673c8dec2744c2	437	9eaa71c283d5c4d0	765.2
udp_session_recv|receive the next inbound datagram on UDP session udp-2	234	5ba3b2787a7fbeb8	234	af03ee160534c5dd	765.6
udp_session_recv|receive the response packet on UDP session udp-1	198	e2de5da0eb72ea01	198	d368409a4cefb7fa	763.9
udp_session_recv|wait for the next UDP reply on session udp-1	224	0996abbfeeea9880	224	1de9201c1ee21383	764.5
udp_session_send|blast the string `STATUS?` to UDP session udp-4	203	2454c0ea6122e61d	203	09aea8cf4a830025	763.3
udp_session_send|can you push the text `DISCOVER` out on UDP session udp-2?	220	6e82a913f184e5b6	220	064809ba5321b3ff	764.5
udp_session_send|fire the hex datagram deadbeef00ff over UDP session udp-3	360	d57e15b74c6c607a	360	0561b2c4be5543cc	764.0
udp_session_send|send the bytes 0102030405 to UDP session udp-2	265	e41f56018e3aab34	265	5c18143f2770730c	765.7
udp_session_send|send the bytes cafebabe to UDP session udp-1	639	24773a15485c3f97	639	9c69dde80504b7d7	759.7
udp_session_send|send the heartbeat string `hb` to UDP session udp-1	277	a21c396bf3b3089e	277	036528c65a08cebd	762.2
udp_session_send|send the text `ping` to UDP session udp-1	230	efbfda8980c7d076	230	803f141453b8b54b	763.3
udp_session_send|transmit the bytes 1b0000000000000000 as a UDP datagram on udp-1	518	a8e1de8b814eb98f	518	1f92b0429d64b341	761.1
unit_convert|convert 100 kilometers to miles	211	712208fe64fcce45	211	cb818218a4de1764	764.5
unit_convert|convert 72 fahrenheit to celsius	202	79b4e53da497036b	202	1fa0d2479d87a59d	763.7
unit_convert|convert 90 miles per hour to meters per second	785	7cb6106fcf0c3e41	785	57d1ad3333c7f799	761.7
unit_convert|how many feet are in 3 meters	284	44e41e77338f35e5	284	ff24ffac0ed792e5	765.0
unit_convert|how many gigabytes is 4500 megabytes	469	72323f4109148fbe	469	8f543ec77bd6173d	758.8
unit_convert|how many ounces are in 2.5 liters	521	f9f868513a35e052	521	54ced7390d2e9c34	761.6
unit_convert|how many seconds are in 6.25 hours	338	054a630f51155df7	338	f70776ba1dedff49	762.7
unit_convert|turn 5 pounds into kilograms	233	c34ccb467cde9476	233	75f81cadfc183dd6	764.7
weather|do I need a jacket in Paris this evening	509	2c0c14b47002013c	509	b56883a630f9e713	762.2
weather|give me the 5-day forecast for Denver	145	e4eefa4c41045097	145	187e1a058940d82d	766.4
weather|how hot is it in Phoenix right now	178	596208d6b3de9cd8	178	f3d614d0b8846b74	766.8
weather|is it snowing in Reykjavik	218	dc6b756566c7d81e	218	5837b43cbccd1a83	765.2
weather|what's the humidity like in Singapore	139	5004c170a158c312	139	2d561b856454a919	766.4
weather|what's the weather in London today	144	4014f390af36c3b8	144	c4dc11f4aeda84e3	763.5
weather|what's the wind speed at the coast in Cape Town	198	7321736fd8fd59ee	198	7d6dba578323cd2e	764.9
weather|will it rain in Seattle tomorrow	243	e5a2d5fad3085c7e	243	50864c609d333264	766.5
web_fetch|download the page at https://news.ycombinator.com	161	882b7e1c06dd33ab	161	8bec9fb2fd3bb561	768.6
web_fetch|fetch the contents of https://example.com	145	dba8c99de7cd6d08	145	90d4aec209939088	768.1
web_fetch|get the text from https://www.rust-lang.org/learn	205	01e6ff0e8e4e5f9a	205	4567973dba795021	766.0
web_fetch|grab the JSON from https://httpbin.org/json	185	48de10dec6a95510	185	851c1795ce586272	764.6
web_fetch|pull the raw README from https://raw.githubusercontent.com/tokio-rs/tokio/master/README.md	309	7ee05aa9dae5e214	309	8229244e282e3f37	765.0
web_fetch|read what's on https://en.wikipedia.org/wiki/Ferris_wheel	194	915014e6f8ac6660	194	eb244ed329e411a4	765.1
web_fetch|retrieve https://api.github.com/repos/rust-lang/rust	185	33d09971255f35bc	185	0a9aa3dd0afc5f8c	769.8
web_fetch|summarize the article at https://blog.rust-lang.org/2024/01/01/announcement.html	253	9a0887d1d2ea87fa	253	5ef8840a4ed845b6	765.6
web_search|find recent news about the James Webb telescope	219	e35ef35f5331b1bd	219	5b25e4421e9695af	767.8
web_search|find the official documentation for the tokio crate	354	5f6b02338266f4a9	354	d1a4a8e40d3f856c	764.7
web_search|look up the current population of Canada	729	626d4a3179290fd6	729	7de8858f2813fef1	764.8
web_search|search for how to configure nginx as a reverse proxy	380	90f37288e4804fce	380	c76cce7211a6b1ff	765.7
web_search|search for vegetarian ramen recipes	129	a5de86c2618c90f7	129	292d84097e23bd1f	766.8
web_search|search the web for the latest Rust async runtime benchmarks	289	2d968ff14742fe80	289	cff326ac118aa671	765.7
web_search|what are the reviews saying about the new Framework laptop	337	da28e7137883ee18	337	794953aea4d75d16	766.8
web_search|who won the Formula 1 race last weekend	254	f0ec296d83c86c11	254	bfe60e7d00465c4b	764.4
write|can you save a shell script to /workspace/scripts/deploy.sh that just echoes "deploying"	1030	d06eb7c3a19aa14b	1030	f52b1b4bcd4e09ac	761.9
write|create /workspace/README.md with the title '# Acme API'	201	bfa4273534370de1	201	5f71d5d6c032220d	766.9
write|create /workspace/data/users.json containing exactly an empty JSON object: {}	231	0139ba2380814ca2	231	da90f61d98b27656	765.4
write|create the file /workspace/config.toml with a basic logging section	361	bbdab2b54c2ec159	361	e73809dcfdfb8c59	765.2
write|drop a .gitignore at /workspace/.gitignore that ignores target/ and *.log	312	489812089c389e51	312	dccea4981a79a33d	767.7
write|overwrite /workspace/VERSION so it contains only the text 2.4.1	167	13e6ae4130764dc1	167	49d6b571fcb893f6	766.4
write|put a Dockerfile in /workspace/Dockerfile starting FROM rust:1.79 as the base image	707	0c961c4bd659d611	707	c31e0d05bfaf7b28	761.3
write|write 'hello world' to /workspace/notes/greeting.txt	184	fc33548f2365f1af	184	42a691f58de7989b	765.6
